Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
LBN01,20/12/2018,3197,ULTRA TECHNOLOGY,LBN,TELECOMS SERVICES,"249,500"
LBN01,20/12/2018,3202,BMB COMPANY SAL,LBN,SOFTWARE,"167,451"
MRT01,20/12/2018,1147,SOMATRAL,MRT,SOAP/CLEANING /HYGIENE SUPPLIE,"249,949"
MRT01,20/12/2018,1154,RESEAU TD,MRT,MAINTENANCE/ CONSTRUCTION SER,"217,633"
MRT01,20/12/2018,1155,ALY TIDJANY DIAGANA (ATD SARL),MRT,SOAP/CLEANING /HYGIENE SUPPLIE,"249,507"
PAK01,20/12/2018,5846,LATIF BROTHERS (INSTRUMENTS),PAK,MISC MEDICAL SUPPLIES,"160,614"
SYR01,20/12/2018,5239,TAREK SAYEGH Est For Trading&Contracting,LBN,OFFICE SUPPLIES,"380,669"
TUR01,20/12/2018,5646,MANPOWER INSAN KAYNAKLARI LIMITED SIRKET,TUR,BUSINESS/ ADMINISTRATIVE SER,"1,200,000"
UGA01,20/12/2018,7253,TATA UGANDA LTD,UGA,BUS,"166,556"
UNOPS,20/12/2018,379,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"435,937"
UNOPS,20/12/2018,382,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"155,620"
UNOPS,20/12/2018,383,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"178,705"
YEM01,20/12/2018,3493,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"974,042"
YEM01,20/12/2018,3501,AL-SHARAFI CORPORATION FOR TRADING,YEM,MAINTENANCE/ CONSTRUCTION SER,"119,281"
YEM01,20/12/2018,3502,AL-MOLHAM FOR SERVICES & GEN. CONTRACTOR,YEM,HEALTHCARE SERVICES,"117,000"
YEM01,20/12/2018,3504,AL-MOLHAM FOR SERVICES & GEN. CONTRACTOR,YEM,NON-MOTORIZED CYCLES,"130,500"
YEM01,20/12/2018,3506,AMTC- ABUBAKER O. AHMED,YEM,DUMP TRUCKS/TRAILERS,"105,000"
YEM01,20/12/2018,3509,Mohammed Al-Hadi office,YEM,CARGO/PASSENGER TRANSPORT,"600,000"
YEM01,20/12/2018,3511,BAHANJA CORPORATION FOR CONTRACTING,YEM,DIESEL,"425,000"
YEM01,20/12/2018,3520,Smart Soft,YEM,COMPUTERS,"143,000"
YEM01,20/12/2018,3521,TELEYEMEN,YEM,COMPUTER SERVICES,"125,370"
YEM01,20/12/2018,3525,BEN THABET FOR TRADING,YEM,PERSONAL CARE PRODUCTS,"100,800"
BGD01,19/12/2018,1734,Omera Petroleum Limited,BGD,CIRCUIT BREAKERS/ FUSES,"107,325"
